公司全名,公司简称,公司规模,融资阶段,区域,行业,职位名称,工作性质,一级类别,二级类别,工作经验,学历要求,工资,职位福利,工作年限,经验要求,salary,月工资
深圳市网心科技有限公司,网心科技,150-500人,未融资,南山区,"移动互联网,企业服务",数据分析工程师（Hadoop ）,全职,开发/测试/运维类,数据开发,3-5年,本科,16k-32k,"大牛团队,扁平化,成长空间大","['3', '5']",4.0,"['16', '32']",20.0
武汉佰钧成技术有限责任公司,武汉佰钧成技术有限公司,2000人以上,不需要融资,南山区,移动互联网,微信游戏数据分析员,全职,开发/测试/运维类,数据开发,1-3年,大专,6k-8k,"双休,六险一金,年底双薪","['1', '3']",2.0,"['6', '8']",6.5
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",风控（海外）策略及数据分析工程师（深圳）,全职,开发/测试/运维类,数据开发,3-5年,硕士,25k-40k,"氛围和谐,福利齐全,长期激励,年度旅游","['3', '5']",4.0,"['25', '40']",28.75
深圳市随手科技有限公司,随手科技,500-2000人,C轮,南山区,"移动互联网,金融",数据分析师（金融业务）,全职,开发/测试/运维类,数据开发,1-3年,本科,8k-15k,"平台稳定,发展空间大,福利多","['1', '3']",2.0,"['8', '15']",9.75
北京斗米优聘科技发展有限公司,斗米,500-2000人,B轮,南山区,"移动互联网,O2O",大区运营专员（数据分析师）,全职,运营/编辑/客服,运营,1-3年,本科,5k-9k,"知名互联网,扁平化管理,晋升空间大,弹性上班","['1', '3']",2.0,"['5', '9']",6.0
中腾信金融信息服务（上海）有限公司,中腾信,2000人以上,不需要融资,南山区,金融,企划主管（数据分析，业务分析）,全职,开发/测试/运维类,数据开发,3-5年,本科,8k-16k,"空间大,团队氛围好","['3', '5']",4.0,"['8', '16']",10.0
深圳市国智互联网科技有限公司,国智科技,50-150人,不需要融资,南山区,"金融,移动互联网",风控数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-25k,"风控数据,数据分析师","['3', '5']",4.0,"['15', '25']",17.5
深圳市金证科技股份有限公司,金证股份,2000人以上,上市公司,南山区,金融,ETL BI Developer 数据分析师,全职,产品/需求/项目类,数据分析,3-5年,本科,12k-20k,"五险一金,带薪年假","['3', '5']",4.0,"['12', '20']",14.0
深圳市斯坦德资本管理集团有限公司,斯坦德集团,50-150人,不需要融资,福田区,"移动互联网,金融",高级风控数据分析建模师（双休）,全职,产品/需求/项目类,数据分析,5-10年,本科,20k-30k,"周末双休,五险一金,年度旅游,不加班","['5', '10']",7.5,"['20', '30']",22.5
广东俊特团贷网络信息服务股份有限公司,团贷网,2000人以上,C轮,南山区,"移动互联网,金融",用户调研（数据分析主管）,全职,产品/需求/项目类,数据分析,3-5年,本科,15k-30k,"扁平化管理,年度旅游,周末双休,弹性工作","['3', '5']",4.0,"['15', '30']",18.75
深圳达飞科技控股有限公司,达飞科技控股,2000人以上,不需要融资,南山区,"移动互联网,金融",风控数据分析师,全职,金融类,风控,1-3年,本科,13k-25k,"海景办公,节日福利","['1', '3']",2.0,"['13', '25']",16.0
深圳市创客工场科技有限公司,Makeblock,150-500人,B轮,南山区,硬件,运营管理专员（数据分析）,全职,运营/编辑/客服,运营,不限,本科,7k-10k,"创客文化,扁平架构,三餐免费,年轻活力",[],0.0,"['7', '10']",7.75
北京艾科创意信息技术有限公司,活动行,50-150人,A轮,福田区,移动互联网,Java高级数据分析工程师,全职,开发/测试/运维类,后端开发,3-5年,本科,15k-30k,"五险一金,年终奖,全勤奖,环境好","['3', '5']",4.0,"['15', '30']",18.75
深圳市亿乐谷科技有限公司,亿乐谷,150-500人,D轮及以上,宝安区,电子商务,大数据分析,全职,产品/需求/项目类,数据分析,3-5年,大专,12k-16k,"五险一金,环境优美,年终奖,项目奖","['3', '5']",4.0,"['12', '16']",13.0
深圳市长亮科技股份有限公司,长亮科技,2000人以上,上市公司,南山区,企业服务,初级金融、互联网 数据分析挖掘机器学习研究岗,全职,开发/测试/运维类,数据开发,1-3年,硕士,8K-15K,"金融科技,学习环境,提升空间,大平台","['1', '3']",2.0,"['8', '15']",9.75
深圳市游科互动科技有限公司,游戏科学,15-50人,A轮,南山区,"移动互联网,游戏",游戏运营（数据分析方向）,全职,运营/编辑/客服,运营,1-3年,本科,8k-15k,"知名产品,年终奖金,弹性工作,扁平管理","['1', '3']",2.0,"['8', '15']",9.75
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",投资孵化中心大数据分析师（深圳）,全职,产品/需求/项目类,数据分析,3-5年,本科,15k-30k,"腾讯大平台,福利待遇佳","['3', '5']",4.0,"['15', '30']",18.75
深圳市随手科技有限公司,随手科技,500-2000人,C轮,南山区,"移动互联网,金融",数据分析师（风控方向）,全职,产品/需求/项目类,数据分析,3-5年,本科,10k-20k,"互联网金融,金融大数据,发展空间大,氛围好","['3', '5']",4.0,"['10', '20']",12.5
深圳金达数据科技有限公司,深圳金达数据科技有限公司,150-500人,不需要融资,福田区,"移动互联网,金融",数据分析师（商城运营）,全职,运营/编辑/客服,审核,3-5年,大专,8k-15k,数据分析,"['3', '5']",4.0,"['8', '15']",9.75
万翼科技有限公司,万科,2000人以上,上市公司,南山区,"生活服务,硬件",大数据分析工程师,全职,开发/测试/运维类,数据开发,5-10年,本科,25k-50k,"世界五百强,地产龙头企,薪资福利佳,挑战大","['5', '10']",7.5,"['25', '50']",31.25
招银网络科技（深圳）有限公司,招银网络科技,2000人以上,不需要融资,南山区,金融,大数据分析工程师,全职,技术,后端开发,3-5年,本科,15k-25k,大数据分析工程师,"['3', '5']",4.0,"['15', '25']",17.5
深圳市爱宝惟生物科技有限公司,爱宝惟生物科技,15-50人,A轮,宝安区,"移动互联网,医疗健康",python数据分析,全职,开发/测试/运维类,数据开发,1-3年,大专,7k-10k,周末双休朝九晚六五险一金年度旅游,"['1', '3']",2.0,"['7', '10']",7.75
招商证券股份有限公司,招商证券信息技术中心,2000人以上,上市公司,南山区,"招聘,其他",数据分析中级经理（产品运营方向）,全职,开发/测试/运维类,数据开发,3-5年,本科,20k-35k,"数据分析,产品运营","['3', '5']",4.0,"['20', '35']",23.75
深圳共筑网络科技有限公司,共筑网科,15-50人,A轮,南山区,数据服务,大数据分析工程师,全职,产品/需求/项目类,数据分析,3-5年,本科,10k-15k,"五险一金,固定双休,扁平化管理,年终奖金","['3', '5']",4.0,"['10', '15']",11.25
鸿富锦精密工业(深圳)有限公司,富士康科技FG次集团,2000人以上,不需要融资,南山区,"硬件,移动互联网",大数据分析工程师,全职,开发/测试/运维类,数据开发,3-5年,本科,16K-32K,"工作环境好,五险一金,年底双薪,发展平台大","['3', '5']",4.0,"['16', '32']",20.0
维沃移动通信有限公司,vivo,2000人以上,未融资,福田区,移动互联网,软件大数据分析工程师,全职,开发/测试/运维类,数据开发,1-3年,本科,20k-40k,"福利好,平台大,工作氛围赞,同事颜值高","['1', '3']",2.0,"['20', '40']",25.0
深圳光启超材料技术有限公司,光启集团,500-2000人,上市公司,南山区,"数据服务,硬件",大数据分析高级工程师,全职,开发/测试/运维类,后端开发,3-5年,本科,15k-30k,"大数据,技术大牛多,人工智能,核心业务","['3', '5']",4.0,"['15', '30']",18.75
富途网络科技（深圳）有限公司,富途网络,150-500人,C轮,南山区,"移动互联网,金融",美股数据分析师,全职,产品/需求/项目类,数据分析,3-5年,本科,8k-15k,"腾讯系团队,六险一金,节假日福利,扁平管理","['3', '5']",4.0,"['8', '15']",9.75
深圳北斗应用技术研究院有限公司,北斗院,50-150人,未融资,南山区,"移动互联网,数据服务",大数据分析工程师,全职,开发/测试/运维类,数据开发,不限,本科,12k-17k,"餐费补贴,年度旅游,年度体检,带薪年假",[],0.0,"['12', '17']",13.25
深圳市迷你玩科技有限公司,迷你玩,50-150人,B轮,南山区,游戏,大数据分析开发工程师,全职,开发/测试/运维类,数据开发,应届毕业生,大专,25k-50k,领导好,[],0.0,"['25', '50']",31.25
卓世达科科技(深圳)有限公司,卓世达科,150-500人,不需要融资,南山区,"金融,移动互联网",SEO 用户数据分析,全职,开发/测试/运维类,数据开发,3-5年,本科,8k-12k,"五险一金,带薪年假,弹性工作","['3', '5']",4.0,"['8', '12']",9.0
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",微信搜索数据分析工程师,全职,开发/测试/运维类,数据开发,不限,本科,20k-40k,"技术大牛多,福利好",[],0.0,"['20', '40']",25.0
深圳市随手科技有限公司,随手科技,500-2000人,C轮,南山区,"移动互联网,金融",数据分析师（贷款营销方向）,全职,产品/需求/项目类,数据分析,1-3年,本科,8k-16k,"互联网金融,平台好,福利优厚,氛围好","['1', '3']",2.0,"['8', '16']",10.0
深圳光启超材料技术有限公司,光启集团,500-2000人,上市公司,南山区,"数据服务,硬件",大数据分析高级工程师,全职,开发/测试/运维类,软件开发,5-10年,本科,15k-30k,"人工智能,大数据,公共安全,上市公司","['5', '10']",7.5,"['15', '30']",18.75
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",SA-腾讯社交广告数据分析师 （深圳 ）,全职,开发/测试/运维类,数据开发,1-3年,本科,20k-30k,氛围好,"['1', '3']",2.0,"['20', '30']",22.5
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",SA-腾讯社交广告数据分析工程师（微信广告方向）,全职,开发/测试/运维类,数据开发,1-3年,本科,18k-36k,"鹅厂福利,最多5个字,最多5个字,最多5个字","['1', '3']",2.0,"['18', '36']",22.5
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",SA-腾讯社交广告数据分析工程师（微信广告 深圳）,全职,开发/测试/运维类,数据开发,1-3年,本科,18k-36k,鹅厂福利,"['1', '3']",2.0,"['18', '36']",22.5
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",微信搜索推荐数据分析工程师（深圳）,全职,开发/测试/运维类,数据开发,3-5年,本科,20k-35k,"技术大牛多,福利好,工作氛围好","['3', '5']",4.0,"['20', '35']",23.75
顺丰科技有限公司,顺丰科技有限公司,500-2000人,不需要融资,南山区,"移动互联网,电子商务",数据分析工程师,全职,开发/测试/运维类,数据开发,3-5年,本科,20k-35k,"五险一金,弹性工作,各种补贴,年底奖金","['3', '5']",4.0,"['20', '35']",23.75
深圳市和讯华谷信息技术有限公司,极光,500-2000人,D轮及以上,南山区,"移动互联网,数据服务",高级数据分析师（广告业务）,全职,开发/测试/运维类,数据开发,3-5年,本科,14k-25k,"D轮+,14薪+,大数据平台,弹性工作","['3', '5']",4.0,"['14', '25']",16.75
深圳市和讯华谷信息技术有限公司,极光,500-2000人,D轮及以上,南山区,"移动互联网,数据服务",售前数据分析师,全职,开发/测试/运维类,数据开发,1-3年,本科,8k-12k,"D轮+,大数据平台,弹性工作,牛掰团队","['1', '3']",2.0,"['8', '12']",9.0
沃尔玛（中国）投资有限公司,Walmart China,2000人以上,上市公司,福田区,"电子商务,其他",商业数据分析-经理,全职,市场与销售,数据分析,5-10年,本科,20k-30k,"企业文化,职业发展,薪酬福利,工作环境","['5', '10']",7.5,"['20', '30']",22.5
深圳市和讯华谷信息技术有限公司,极光,500-2000人,D轮及以上,南山区,"移动互联网,数据服务",数据分析主管（广告业务）,全职,开发/测试/运维类,数据开发,3-5年,本科,20k-30k,"D轮+,14薪+,大数据平台,弹性工作","['3', '5']",4.0,"['20', '30']",22.5
沃尔玛（中国）投资有限公司,Walmart China,2000人以上,上市公司,福田区,"电子商务,其他",电商数据分析师,全职,产品/需求/项目类,数据分析,1-3年,本科,6k-7k,"五百强外资,工作氛围好,晋升渠道广","['1', '3']",2.0,"['6', '7']",6.25
深圳市和讯华谷信息技术有限公司,极光,500-2000人,D轮及以上,南山区,"移动互联网,数据服务",数据分析师（视频APP）,全职,产品/需求/项目类,数据分析,1-3年,本科,10k-20k,"D轮+,弹性上班,14薪+,下午茶","['1', '3']",2.0,"['10', '20']",12.5
深圳市中安信业创业投资有限公司,中安信业,2000人以上,不需要融资,福田区,金融,数据分析主管（市场）,全职,开发/测试/运维类,数据开发,3-5年,本科,20k-25k,"公司平台大,发展前景好,福利待遇好,部门氛围好","['3', '5']",4.0,"['20', '25']",21.25
深圳市中安信业创业投资有限公司,中安信业,2000人以上,不需要融资,福田区,金融,高级数据分析师（数据建模方向）,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-25k,"平台成熟,发展空间广","['3', '5']",4.0,"['15', '25']",17.5
深圳达飞科技控股有限公司,达飞科技控股,2000人以上,不需要融资,罗湖区,"移动互联网,金融",数据分析师（呼叫中心）,全职,开发/测试/运维类,数据开发,1-3年,本科,7k-14k,五险一金，绩效奖金，员工活动,"['1', '3']",2.0,"['7', '14']",8.75
深圳达飞科技控股有限公司,达飞科技控股,2000人以上,不需要融资,罗湖区,"移动互联网,金融",数据分析（信审）,全职,开发/测试/运维类,数据开发,1-3年,本科,8k-15k,"数据挖掘,数据分析","['1', '3']",2.0,"['8', '15']",9.75
广东欧珀移动通信有限公司,OPPO,2000人以上,不需要融资,南山区,移动互联网,高级广告数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,20k-40k,核心事业群 千万级日活 氛围好 组织扁平,"['3', '5']",4.0,"['20', '40']",25.0
广东欧珀移动通信有限公司,OPPO,2000人以上,不需要融资,南山区,移动互联网,高级游戏数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-30k,亿级用户，大平台，给力薪酬,"['3', '5']",4.0,"['15', '30']",18.75
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",19116-腾讯觅影数据分析高级产品经理（深圳）,全职,产品/需求/项目类,数据分析,3-5年,本科,15k-30k,"大平台,大咖多,大空间,前景广阔","['3', '5']",4.0,"['15', '30']",18.75
北京通力互联技术服务有限公司,通力互联,2000人以上,不需要融资,南山区,"电子商务,企业服务",数据分析运营助理,全职,运营/编辑/客服,运营,1-3年,本科,6k-7k,"免费早晚餐,上市公司,年终奖,节日福利","['1', '3']",2.0,"['6', '7']",6.25
深圳虾皮信息科技有限公司,Shopee,2000人以上,上市公司,南山区,电子商务,BI数据分析师,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-30k,"新加坡公司,东南亚电商,15天年假,大牛多","['3', '5']",4.0,"['15', '30']",18.75
深圳达飞科技控股有限公司,达飞科技控股,2000人以上,不需要融资,福田区,"移动互联网,金融",数据分析经理（风控）,全职,产品/需求/项目类,数据分析,5-10年,本科,20k-35k,专业风控团队，发展平台大，节日福利,"['5', '10']",7.5,"['20', '35']",23.75
深圳依时货拉拉科技有限公司,货拉拉手机打车软件,2000人以上,C轮,福田区,"移动互联网,O2O",数据分析专员（人力资源方向）(J10953),全职,综合职能类,人力资源,1-3年,本科,6k-9k,"年终奖,五险一金,下午茶,旅游","['1', '3']",2.0,"['6', '9']",6.75
顺丰科技有限公司,顺丰科技有限公司,500-2000人,不需要融资,南山区,"移动互联网,电子商务",大数据分析工程师,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-30k,"五险一金,员工旅游,弹性工作,项目奖金","['3', '5']",4.0,"['15', '30']",18.75
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",MIG07-安全大数据分析（深圳）,全职,开发/测试/运维类,数据开发,3-5年,本科,15k-30k,"免费班车,免费夜宵,优秀团队","['3', '5']",4.0,"['15', '30']",18.75
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,南山区,"移动互联网 ,游戏",MIG07-安全大数据分析（深圳）,全职,开发/测试/运维类,运维安全,1-3年,本科,18k-36k,"大平台,新领域,大咖多","['1', '3']",2.0,"['18', '36']",22.5
